id_pub,anio,mes,cuenca,contrato,precio_distribuidora,precio_gnc,precio_usina,precio_industria,precio_otros,precio_ppp,precio_expo,indice_tiempo,fecha
435,2021,1,Austral Santa Cruz,TOTAL,2.45,1.74,2.54,1.78,1.79,2.03,2.63,2021-01,2021-01-01
436,2021,1,Austral Tierra del Fuego,FIRME,2.29,1.62,2.52,1.33,0.00,2.17,0.00,2021-01,2021-01-01
437,2021,1,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.89,1.81,0.00,1.82,0.00,2021-01,2021-01-01
438,2021,1,Austral Tierra del Fuego,TOTAL,2.29,1.62,2.49,1.51,0.00,2.12,0.00,2021-01,2021-01-01
439,2021,1,Golfo de San Jorge,FIRME,2.66,1.79,2.63,2.09,0.00,2.39,0.00,2021-01,2021-01-01
440,2021,1,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,1.51,0.00,1.51,0.00,2021-01,2021-01-01
441,2021,1,Golfo de San Jorge,TOTAL,2.66,1.79,2.63,2.05,0.00,2.36,0.00,2021-01,2021-01-01
442,2021,1,Neuquina,FIRME,2.11,1.83,2.68,2.14,1.15,2.36,0.00,2021-01,2021-01-01
443,2021,1,Neuquina,INTERRUMPIBLE,0.00,0.00,2.13,1.89,1.38,1.93,3.04,2021-01,2021-01-01
444,2021,1,Neuquina,TOTAL,2.11,1.83,2.67,2.11,1.23,2.34,3.04,2021-01,2021-01-01
445,2021,1,Noroeste,FIRME,0.00,1.87,0.00,2.02,0.00,1.99,0.00,2021-01,2021-01-01
446,2021,1,Noroeste,INTERRUMPIBLE,0.00,0.00,2.01,2.25,0.00,2.24,0.00,2021-01,2021-01-01
447,2021,1,Noroeste,TOTAL,0.00,1.87,2.01,2.04,0.00,2.01,0.00,2021-01,2021-01-01
448,2021,1,Total Cuenca,FIRME,2.20,1.78,2.64,1.98,1.15,2.28,0.00,2021-01,2021-01-01
449,2021,1,Total Cuenca,INTERRUMPIBLE,2.28,0.00,1.99,1.92,1.68,1.93,2.80,2021-01,2021-01-01
450,2021,1,Total Cuenca,TOTAL,2.20,1.78,2.62,1.97,1.51,2.25,2.80,2021-01,2021-01-01
451,2021,2,Austral Santa Cruz,FIRME,2.45,1.70,2.68,1.62,0.00,2.00,3.38,2021-02,2021-02-01
452,2021,2,Austral Santa Cruz,INTERRUMPIBLE,2.24,0.00,0.00,2.06,1.80,2.06,2.25,2021-02,2021-02-01
453,2021,2,Austral Santa Cruz,TOTAL,2.43,1.70,2.68,1.76,1.80,2.02,2.52,2021-02,2021-02-01
454,2021,2,Austral Tierra del Fuego,FIRME,2.28,1.60,2.63,1.32,0.00,2.18,0.00,2021-02,2021-02-01
455,2021,2,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.92,1.59,0.00,1.60,3.34,2021-02,2021-02-01
456,2021,2,Austral Tierra del Fuego,TOTAL,2.28,1.60,2.62,1.41,0.00,2.12,3.34,2021-02,2021-02-01
457,2021,2,Golfo de San Jorge,FIRME,2.68,1.71,2.70,2.03,0.00,2.35,0.00,2021-02,2021-02-01
458,2021,2,Golfo de San Jorge,INTERRUMPIBLE,0.00,1.81,0.00,2.25,0.00,2.18,3.99,2021-02,2021-02-01
459,2021,2,Golfo de San Jorge,TOTAL,2.68,1.72,2.70,2.03,0.00,2.35,3.99,2021-02,2021-02-01
460,2021,2,Neuquina,FIRME,2.08,1.81,2.74,2.16,1.15,2.39,0.00,2021-02,2021-02-01
461,2021,2,Neuquina,INTERRUMPIBLE,0.00,0.00,2.17,2.19,1.38,2.19,3.29,2021-02,2021-02-01
462,2021,2,Neuquina,TOTAL,2.08,1.81,2.73,2.16,1.23,2.38,3.29,2021-02,2021-02-01
463,2021,2,Noroeste,FIRME,0.00,1.85,0.00,1.99,0.00,1.97,0.00,2021-02,2021-02-01
464,2021,2,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,2.23,0.00,2.23,0.00,2021-02,2021-02-01
465,2021,2,Noroeste,TOTAL,0.00,1.85,0.00,2.01,0.00,1.98,0.00,2021-02,2021-02-01
466,2021,2,Total Cuenca,FIRME,2.17,1.75,2.71,1.96,1.15,2.30,3.38,2021-02,2021-02-01
467,2021,2,Total Cuenca,INTERRUMPIBLE,2.24,1.81,2.13,1.95,1.69,1.96,3.16,2021-02,2021-02-01
468,2021,2,Total Cuenca,TOTAL,2.17,1.75,2.70,1.96,1.52,2.28,3.17,2021-02,2021-02-01
469,2021,3,Austral Santa Cruz,FIRME,2.50,1.68,2.72,1.75,0.00,2.09,3.45,2021-03,2021-03-01
470,2021,3,Austral Santa Cruz,INTERRUMPIBLE,2.21,0.00,0.00,2.17,1.82,2.17,2.35,2021-03,2021-03-01
471,2021,3,Austral Santa Cruz,TOTAL,2.49,1.68,2.72,1.88,1.82,2.11,2.55,2021-03,2021-03-01
472,2021,3,Austral Tierra del Fuego,FIRME,2.29,1.56,2.66,1.38,0.00,2.20,0.00,2021-03,2021-03-01
473,2021,3,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.95,1.82,0.00,1.82,3.51,2021-03,2021-03-01
474,2021,3,Austral Tierra del Fuego,TOTAL,2.29,1.56,2.65,1.54,0.00,2.16,3.51,2021-03,2021-03-01
475,2021,3,Golfo de San Jorge,FIRME,2.74,1.71,2.74,1.99,0.00,2.36,0.00,2021-03,2021-03-01
476,2021,3,Golfo de San Jorge,INTERRUMPIBLE,0.00,1.78,0.00,2.32,0.00,1.83,0.00,2021-03,2021-03-01
477,2021,3,Golfo de San Jorge,TOTAL,2.74,1.74,2.74,1.99,0.00,2.36,0.00,2021-03,2021-03-01
478,2021,3,Neuquina,FIRME,2.10,1.77,2.78,2.37,1.15,2.45,0.00,2021-03,2021-03-01
479,2021,3,Neuquina,INTERRUMPIBLE,0.00,0.00,2.21,2.27,1.38,2.26,2.48,2021-03,2021-03-01
480,2021,3,Neuquina,TOTAL,2.10,1.77,2.77,2.36,1.22,2.44,2.48,2021-03,2021-03-01
481,2021,3,Noroeste,FIRME,0.00,1.82,0.00,2.05,0.00,2.01,0.00,2021-03,2021-03-01
482,2021,3,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,2.91,0.00,2.91,0.00,2021-03,2021-03-01
483,2021,3,Noroeste,TOTAL,0.00,1.82,0.00,2.20,0.00,2.15,0.00,2021-03,2021-03-01
484,2021,3,Total Cuenca,FIRME,2.20,1.72,2.75,2.14,1.15,2.35,3.45,2021-03,2021-03-01
485,2021,3,Total Cuenca,INTERRUMPIBLE,2.21,1.78,2.15,2.18,1.66,2.18,2.55,2021-03,2021-03-01
486,2021,3,Total Cuenca,TOTAL,2.20,1.72,2.74,2.15,1.44,2.34,2.70,2021-03,2021-03-01
487,2021,4,Austral Santa Cruz,FIRME,2.53,1.66,2.74,1.89,0.00,2.17,0.00,2021-04,2021-04-01
488,2021,4,Austral Santa Cruz,INTERRUMPIBLE,2.59,0.00,0.00,2.98,1.86,2.95,2.43,2021-04,2021-04-01
489,2021,4,Austral Santa Cruz,TOTAL,2.53,1.66,2.74,2.21,1.86,2.33,2.43,2021-04,2021-04-01
490,2021,4,Austral Tierra del Fuego,FIRME,2.31,1.54,2.69,1.43,0.00,2.16,0.00,2021-04,2021-04-01
491,2021,4,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,1.96,2.92,0.00,2.92,0.00,2021-04,2021-04-01
492,2021,4,Austral Tierra del Fuego,TOTAL,2.31,1.54,2.69,2.06,0.00,2.27,0.00,2021-04,2021-04-01
493,2021,4,Golfo de San Jorge,FIRME,2.76,1.70,2.75,2.00,0.00,2.41,0.00,2021-04,2021-04-01
494,2021,4,Golfo de San Jorge,INTERRUMPIBLE,0.00,1.76,0.00,4.64,0.00,3.91,0.00,2021-04,2021-04-01
495,2021,4,Golfo de San Jorge,TOTAL,2.76,1.72,2.75,2.23,0.00,2.49,0.00,2021-04,2021-04-01
496,2021,4,Neuquina,FIRME,2.16,1.76,2.78,2.34,1.15,2.42,0.00,2021-04,2021-04-01
497,2021,4,Neuquina,INTERRUMPIBLE,0.00,0.00,0.00,3.17,1.38,3.16,3.15,2021-04,2021-04-01
498,2021,4,Neuquina,TOTAL,2.16,1.76,2.78,2.47,1.21,2.46,3.15,2021-04,2021-04-01
499,2021,4,Noroeste,FIRME,0.00,1.80,0.00,2.07,0.00,2.03,0.00,2021-04,2021-04-01
500,2021,4,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,2.68,0.00,2.68,0.00,2021-04,2021-04-01
501,2021,4,Noroeste,TOTAL,0.00,1.80,0.00,2.12,0.00,2.07,0.00,2021-04,2021-04-01
502,2021,4,Total Cuenca,FIRME,2.26,1.70,2.76,2.13,1.15,2.33,0.00,2021-04,2021-04-01
503,2021,4,Total Cuenca,INTERRUMPIBLE,2.59,1.76,1.96,3.06,1.75,3.04,2.95,2021-04,2021-04-01
504,2021,4,Total Cuenca,TOTAL,2.26,1.70,2.76,2.32,1.54,2.40,2.95,2021-04,2021-04-01
505,2021,5,Austral Santa Cruz,FIRME,3.56,3.32,4.21,3.45,0.00,3.61,0.00,2021-05,2021-05-01
506,2021,5,Austral Santa Cruz,INTERRUMPIBLE,2.57,0.00,0.00,4.84,3.33,4.80,0.00,2021-05,2021-05-01
507,2021,5,Austral Santa Cruz,TOTAL,3.56,3.32,4.21,3.70,3.33,3.76,0.00,2021-05,2021-05-01
508,2021,5,Austral Tierra del Fuego,FIRME,2.97,3.34,4.15,3.82,0.00,3.64,0.00,2021-05,2021-05-01
509,2021,5,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.11,5.47,0.00,5.44,0.00,2021-05,2021-05-01
510,2021,5,Austral Tierra del Fuego,TOTAL,2.97,3.34,4.15,3.97,0.00,3.68,0.00,2021-05,2021-05-01
511,2021,5,Golfo de San Jorge,FIRME,4.24,3.48,4.31,3.58,0.00,3.96,0.00,2021-05,2021-05-01
512,2021,5,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,6.00,0.00,6.00,0.00,2021-05,2021-05-01
513,2021,5,Golfo de San Jorge,TOTAL,4.24,3.48,4.31,3.71,0.00,4.00,0.00,2021-05,2021-05-01
514,2021,5,Neuquina,FIRME,2.51,3.44,4.29,3.65,4.00,3.42,0.00,2021-05,2021-05-01
515,2021,5,Neuquina,INTERRUMPIBLE,0.00,3.14,0.00,4.53,0.00,3.76,0.00,2021-05,2021-05-01
516,2021,5,Neuquina,TOTAL,2.51,3.27,4.29,3.70,4.00,3.43,0.00,2021-05,2021-05-01
517,2021,5,Noroeste,FIRME,0.00,4.03,0.00,4.24,0.00,4.20,0.00,2021-05,2021-05-01
518,2021,5,Noroeste,INTERRUMPIBLE,0.00,0.00,4.55,4.72,0.00,4.72,0.00,2021-05,2021-05-01
519,2021,5,Noroeste,TOTAL,0.00,4.03,4.55,4.29,0.00,4.25,0.00,2021-05,2021-05-01
520,2021,5,Total Cuenca,FIRME,2.70,3.57,4.25,3.70,4.00,3.52,0.00,2021-05,2021-05-01
521,2021,5,Total Cuenca,INTERRUMPIBLE,2.57,3.14,3.35,4.84,3.33,4.28,0.00,2021-05,2021-05-01
522,2021,5,Total Cuenca,TOTAL,2.70,3.40,4.25,3.80,3.51,3.56,0.00,2021-05,2021-05-01
523,2021,6,Austral Santa Cruz,FIRME,3.38,3.28,0.00,4.07,0.00,3.84,0.00,2021-06,2021-06-01
524,2021,6,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,0.00,4.18,3.41,4.12,0.00,2021-06,2021-06-01
525,2021,6,Austral Santa Cruz,TOTAL,3.38,3.28,0.00,4.07,3.41,3.85,0.00,2021-06,2021-06-01
526,2021,6,Austral Tierra del Fuego,FIRME,2.84,3.30,4.18,3.84,0.00,3.58,0.00,2021-06,2021-06-01
527,2021,6,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,3.01,5.71,0.00,5.68,0.00,2021-06,2021-06-01
528,2021,6,Austral Tierra del Fuego,TOTAL,2.84,3.30,4.18,4.07,0.00,3.66,0.00,2021-06,2021-06-01
529,2021,6,Golfo de San Jorge,FIRME,4.23,3.36,4.33,3.80,0.00,4.03,0.00,2021-06,2021-06-01
530,2021,6,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,5.88,0.00,5.88,0.00,2021-06,2021-06-01
531,2021,6,Golfo de San Jorge,TOTAL,4.23,3.36,4.33,3.96,0.00,4.10,0.00,2021-06,2021-06-01
532,2021,6,Neuquina,FIRME,2.54,3.35,4.24,3.83,4.00,3.22,0.00,2021-06,2021-06-01
533,2021,6,Neuquina,INTERRUMPIBLE,0.00,3.21,0.00,4.83,0.00,4.19,0.00,2021-06,2021-06-01
534,2021,6,Neuquina,TOTAL,2.54,3.27,4.24,3.95,4.00,3.28,0.00,2021-06,2021-06-01
535,2021,6,Noroeste,FIRME,0.00,3.96,0.00,4.33,0.00,4.27,0.00,2021-06,2021-06-01
536,2021,6,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,4.86,0.00,4.86,0.00,2021-06,2021-06-01
537,2021,6,Noroeste,TOTAL,0.00,3.96,0.00,4.42,0.00,4.35,0.00,2021-06,2021-06-01
538,2021,6,Total Cuenca,FIRME,2.68,3.48,4.22,3.90,4.00,3.39,0.00,2021-06,2021-06-01
539,2021,6,Total Cuenca,INTERRUMPIBLE,0.00,3.21,3.01,4.97,3.41,4.48,0.00,2021-06,2021-06-01
540,2021,6,Total Cuenca,TOTAL,2.68,3.37,4.22,4.02,3.52,3.45,0.00,2021-06,2021-06-01
541,2021,7,Austral Santa Cruz,FIRME,3.34,3.26,0.00,4.25,0.00,3.92,0.00,2021-07,2021-07-01
542,2021,7,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,4.22,4.21,3.31,4.13,0.00,2021-07,2021-07-01
543,2021,7,Austral Santa Cruz,TOTAL,3.34,3.26,4.22,4.25,3.31,3.93,0.00,2021-07,2021-07-01
544,2021,7,Austral Tierra del Fuego,FIRME,2.79,3.27,4.17,3.86,0.00,3.56,0.00,2021-07,2021-07-01
545,2021,7,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,4.20,4.11,0.00,4.15,0.00,2021-07,2021-07-01
546,2021,7,Austral Tierra del Fuego,TOTAL,2.79,3.27,4.17,3.88,0.00,3.58,0.00,2021-07,2021-07-01
547,2021,7,Golfo de San Jorge,FIRME,4.25,3.34,4.33,3.97,0.00,4.14,0.00,2021-07,2021-07-01
548,2021,7,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.36,4.45,0.00,4.43,0.00,2021-07,2021-07-01
549,2021,7,Golfo de San Jorge,TOTAL,4.25,3.34,4.34,4.11,0.00,4.18,0.00,2021-07,2021-07-01
550,2021,7,Neuquina,FIRME,2.57,3.33,4.26,3.85,4.00,3.27,0.00,2021-07,2021-07-01
551,2021,7,Neuquina,INTERRUMPIBLE,0.00,3.13,4.21,4.48,0.00,4.02,4.92,2021-07,2021-07-01
552,2021,7,Neuquina,TOTAL,2.57,3.23,4.26,3.93,4.00,3.32,4.92,2021-07,2021-07-01
553,2021,7,Noroeste,FIRME,0.00,3.92,0.00,4.32,0.00,4.24,0.00,2021-07,2021-07-01
554,2021,7,Noroeste,INTERRUMPIBLE,0.00,0.00,0.00,4.69,0.00,4.69,0.00,2021-07,2021-07-01
555,2021,7,Noroeste,TOTAL,0.00,3.92,0.00,4.40,0.00,4.32,0.00,2021-07,2021-07-01
556,2021,7,Total Cuenca,FIRME,2.69,3.45,4.24,3.94,4.00,3.42,0.00,2021-07,2021-07-01
557,2021,7,Total Cuenca,INTERRUMPIBLE,0.00,3.13,4.23,4.45,3.31,4.14,4.92,2021-07,2021-07-01
558,2021,7,Total Cuenca,TOTAL,2.69,3.34,4.24,4.01,3.47,3.46,4.92,2021-07,2021-07-01
559,2021,8,Austral Santa Cruz,FIRME,3.35,3.53,0.00,4.14,0.00,3.86,0.00,2021-08,2021-08-01
560,2021,8,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,3.77,3.95,3.32,3.85,0.00,2021-08,2021-08-01
561,2021,8,Austral Santa Cruz,TOTAL,3.35,3.53,3.77,4.13,3.32,3.86,0.00,2021-08,2021-08-01
562,2021,8,Austral Tierra del Fuego,FIRME,2.81,3.50,4.17,3.84,0.00,3.58,0.00,2021-08,2021-08-01
563,2021,8,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,4.07,3.92,0.00,4.01,0.00,2021-08,2021-08-01
564,2021,8,Austral Tierra del Fuego,TOTAL,2.81,3.50,4.17,3.84,0.00,3.60,0.00,2021-08,2021-08-01
565,2021,8,Golfo de San Jorge,FIRME,4.23,3.39,4.33,3.93,0.00,4.12,0.00,2021-08,2021-08-01
566,2021,8,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.36,4.03,0.00,4.31,0.00,2021-08,2021-08-01
567,2021,8,Golfo de San Jorge,TOTAL,4.23,3.39,4.34,3.93,0.00,4.14,0.00,2021-08,2021-08-01
568,2021,8,Neuquina,FIRME,2.63,3.53,4.29,3.81,4.00,3.33,0.00,2021-08,2021-08-01
569,2021,8,Neuquina,INTERRUMPIBLE,0.00,3.36,4.20,3.95,0.00,3.77,5.04,2021-08,2021-08-01
570,2021,8,Neuquina,TOTAL,2.63,3.44,4.29,3.83,4.00,3.35,5.04,2021-08,2021-08-01
571,2021,8,Noroeste,FIRME,0.00,4.15,0.00,4.24,0.00,4.22,0.00,2021-08,2021-08-01
572,2021,8,Noroeste,INTERRUMPIBLE,0.00,4.80,0.00,4.61,0.00,4.65,0.00,2021-08,2021-08-01
573,2021,8,Noroeste,TOTAL,0.00,4.27,0.00,4.31,0.00,4.31,0.00,2021-08,2021-08-01
574,2021,8,Total Cuenca,FIRME,2.74,3.66,4.26,3.90,4.00,3.46,0.00,2021-08,2021-08-01
575,2021,8,Total Cuenca,INTERRUMPIBLE,0.00,3.48,4.17,4.07,3.32,3.95,5.04,2021-08,2021-08-01
576,2021,8,Total Cuenca,TOTAL,2.74,3.60,4.25,3.91,3.44,3.48,5.04,2021-08,2021-08-01
577,2021,9,Austral Santa Cruz,FIRME,3.52,3.49,4.22,3.64,0.00,3.71,0.00,2021-09,2021-09-01
578,2021,9,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,4.22,4.06,3.36,4.11,0.00,2021-09,2021-09-01
579,2021,9,Austral Santa Cruz,TOTAL,3.52,3.49,4.22,3.69,3.36,3.77,0.00,2021-09,2021-09-01
580,2021,9,Austral Tierra del Fuego,FIRME,2.93,3.48,4.17,3.82,0.00,3.62,0.00,2021-09,2021-09-01
581,2021,9,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,4.16,4.08,0.00,4.14,0.00,2021-09,2021-09-01
582,2021,9,Austral Tierra del Fuego,TOTAL,2.93,3.48,4.17,3.83,0.00,3.64,0.00,2021-09,2021-09-01
583,2021,9,Golfo de San Jorge,FIRME,4.31,3.38,4.34,3.68,0.00,4.05,0.00,2021-09,2021-09-01
584,2021,9,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,4.36,4.15,0.00,4.25,0.00,2021-09,2021-09-01
585,2021,9,Golfo de San Jorge,TOTAL,4.31,3.38,4.34,3.72,0.00,4.06,0.00,2021-09,2021-09-01
586,2021,9,Neuquina,FIRME,2.63,3.50,4.29,3.62,4.00,3.43,0.00,2021-09,2021-09-01
587,2021,9,Neuquina,INTERRUMPIBLE,0.00,3.32,4.34,3.87,0.00,3.79,5.31,2021-09,2021-09-01
588,2021,9,Neuquina,TOTAL,2.63,3.41,4.29,3.65,4.00,3.46,5.31,2021-09,2021-09-01
589,2021,9,Noroeste,FIRME,0.00,4.11,0.00,4.15,0.00,4.14,0.00,2021-09,2021-09-01
590,2021,9,Noroeste,INTERRUMPIBLE,0.00,4.80,0.00,4.60,0.00,4.61,0.00,2021-09,2021-09-01
591,2021,9,Noroeste,TOTAL,0.00,4.17,0.00,4.26,0.00,4.25,0.00,2021-09,2021-09-01
592,2021,9,Total Cuenca,FIRME,2.76,3.63,4.26,3.69,4.00,3.53,0.00,2021-09,2021-09-01
593,2021,9,Total Cuenca,INTERRUMPIBLE,0.00,3.37,4.26,4.02,3.36,3.95,5.31,2021-09,2021-09-01
594,2021,9,Total Cuenca,TOTAL,2.76,3.54,4.26,3.74,3.46,3.56,5.31,2021-09,2021-09-01
595,2021,10,Austral Santa Cruz,FIRME,2.48,3.46,2.75,2.40,0.00,2.45,3.37,2021-10,2021-10-01
596,2021,10,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.75,2.60,1.99,2.65,0.00,2021-10,2021-10-01
597,2021,10,Austral Santa Cruz,TOTAL,2.48,3.46,2.75,2.43,1.99,2.49,3.37,2021-10,2021-10-01
598,2021,10,Austral Tierra del Fuego,FIRME,2.22,3.41,2.72,2.57,0.00,2.49,3.58,2021-10,2021-10-01
599,2021,10,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.74,2.69,0.00,2.73,3.61,2021-10,2021-10-01
600,2021,10,Austral Tierra del Fuego,TOTAL,2.22,3.41,2.72,2.57,0.00,2.51,3.59,2021-10,2021-10-01
601,2021,10,Golfo de San Jorge,FIRME,2.81,3.36,2.86,2.78,0.00,2.81,0.00,2021-10,2021-10-01
602,2021,10,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,2.79,0.00,2.79,0.00,2021-10,2021-10-01
603,2021,10,Golfo de San Jorge,TOTAL,2.81,3.36,2.86,2.78,0.00,2.81,0.00,2021-10,2021-10-01
604,2021,10,Neuquina,FIRME,2.02,3.42,2.79,2.56,2.40,2.54,4.00,2021-10,2021-10-01
605,2021,10,Neuquina,INTERRUMPIBLE,2.80,3.27,2.82,2.70,0.00,2.87,3.68,2021-10,2021-10-01
606,2021,10,Neuquina,TOTAL,2.02,3.36,2.80,2.58,2.40,2.57,3.89,2021-10,2021-10-01
607,2021,10,Noroeste,FIRME,0.00,4.07,0.00,3.16,0.00,3.35,0.00,2021-10,2021-10-01
608,2021,10,Noroeste,INTERRUMPIBLE,0.00,3.88,0.00,3.56,0.00,3.63,0.00,2021-10,2021-10-01
609,2021,10,Noroeste,TOTAL,0.00,4.03,0.00,3.24,0.00,3.41,0.00,2021-10,2021-10-01
610,2021,10,Total Cuenca,FIRME,2.13,3.54,2.78,2.60,2.40,2.56,3.72,2021-10,2021-10-01
611,2021,10,Total Cuenca,INTERRUMPIBLE,2.80,3.33,2.78,2.81,1.99,2.88,3.67,2021-10,2021-10-01
612,2021,10,Total Cuenca,TOTAL,2.13,3.47,2.78,2.63,2.07,2.60,3.71,2021-10,2021-10-01
613,2021,11,Austral Santa Cruz,FIRME,2.48,3.50,2.73,2.37,0.00,2.45,3.58,2021-11,2021-11-01
614,2021,11,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.73,2.60,1.99,2.64,0.00,2021-11,2021-11-01
615,2021,11,Austral Santa Cruz,TOTAL,2.48,3.50,2.73,2.40,1.99,2.48,3.58,2021-11,2021-11-01
616,2021,11,Austral Tierra del Fuego,FIRME,2.23,3.49,2.70,2.61,0.00,2.57,3.99,2021-11,2021-11-01
617,2021,11,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.72,2.69,0.00,2.72,3.90,2021-11,2021-11-01
618,2021,11,Austral Tierra del Fuego,TOTAL,2.23,3.49,2.71,2.61,0.00,2.58,3.96,2021-11,2021-11-01
619,2021,11,Golfo de San Jorge,FIRME,2.81,3.36,2.86,2.71,0.00,2.79,0.00,2021-11,2021-11-01
620,2021,11,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,0.00,2.60,0.00,2.60,0.00,2021-11,2021-11-01
621,2021,11,Golfo de San Jorge,TOTAL,2.81,3.36,2.86,2.71,0.00,2.79,0.00,2021-11,2021-11-01
622,2021,11,Neuquina,FIRME,1.95,3.12,2.77,2.66,2.40,2.61,4.05,2021-11,2021-11-01
623,2021,11,Neuquina,INTERRUMPIBLE,0.00,3.30,2.83,2.67,0.00,2.89,4.01,2021-11,2021-11-01
624,2021,11,Neuquina,TOTAL,1.95,3.17,2.77,2.66,2.40,2.63,4.02,2021-11,2021-11-01
625,2021,11,Noroeste,FIRME,0.00,4.09,0.00,3.15,0.00,3.35,0.00,2021-11,2021-11-01
626,2021,11,Noroeste,INTERRUMPIBLE,0.00,3.93,0.00,3.67,0.00,3.72,0.00,2021-11,2021-11-01
627,2021,11,Noroeste,TOTAL,0.00,4.06,0.00,3.28,0.00,3.44,0.00,2021-11,2021-11-01
628,2021,11,Total Cuenca,FIRME,2.09,3.27,2.76,2.66,2.40,2.62,3.88,2021-11,2021-11-01
629,2021,11,Total Cuenca,INTERRUMPIBLE,0.00,3.36,2.74,2.84,1.99,2.94,4.00,2021-11,2021-11-01
630,2021,11,Total Cuenca,TOTAL,2.09,3.29,2.76,2.68,2.09,2.65,3.93,2021-11,2021-11-01
631,2021,12,Austral Santa Cruz,FIRME,2.37,3.45,2.69,2.38,0.00,2.45,3.68,2021-12,2021-12-01
632,2021,12,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.70,2.61,1.97,2.61,0.00,2021-12,2021-12-01
633,2021,12,Austral Santa Cruz,TOTAL,2.37,3.45,2.69,2.43,1.97,2.48,3.68,2021-12,2021-12-01
634,2021,12,Austral Tierra del Fuego,FIRME,2.19,3.43,2.68,2.57,0.00,2.57,4.27,2021-12,2021-12-01
635,2021,12,Austral Tierra del Fuego,INTERRUMPIBLE,0.00,0.00,2.70,2.77,0.00,2.72,4.34,2021-12,2021-12-01
636,2021,12,Austral Tierra del Fuego,TOTAL,2.19,3.43,2.68,2.58,0.00,2.58,4.28,2021-12,2021-12-01
637,2021,12,Golfo de San Jorge,FIRME,2.74,3.32,2.86,2.78,0.00,2.82,0.00,2021-12,2021-12-01
638,2021,12,Golfo de San Jorge,INTERRUMPIBLE,0.00,0.00,2.85,2.68,0.00,2.82,0.00,2021-12,2021-12-01
639,2021,12,Golfo de San Jorge,TOTAL,2.74,3.32,2.86,2.78,0.00,2.82,0.00,2021-12,2021-12-01
640,2021,12,Neuquina,FIRME,1.87,3.41,2.76,2.57,2.40,2.59,4.03,2021-12,2021-12-01
641,2021,12,Neuquina,INTERRUMPIBLE,0.00,3.24,2.77,3.04,0.00,3.07,3.99,2021-12,2021-12-01
642,2021,12,Neuquina,TOTAL,1.87,3.34,2.76,2.69,2.40,2.66,4.01,2021-12,2021-12-01
643,2021,12,Noroeste,FIRME,0.00,4.04,0.00,3.16,0.00,3.35,0.00,2021-12,2021-12-01
644,2021,12,Noroeste,INTERRUMPIBLE,0.00,3.85,0.00,3.70,0.00,3.72,0.00,2021-12,2021-12-01
645,2021,12,Noroeste,TOTAL,0.00,4.00,0.00,3.30,0.00,3.44,0.00,2021-12,2021-12-01
646,2021,12,Total Cuenca,FIRME,2.01,3.52,2.75,2.60,2.40,2.61,3.95,2021-12,2021-12-01
647,2021,12,Total Cuenca,INTERRUMPIBLE,0.00,3.29,2.73,3.04,1.97,3.04,4.01,2021-12,2021-12-01
648,2021,12,Total Cuenca,TOTAL,2.01,3.44,2.74,2.70,2.08,2.67,3.97,2021-12,2021-12-01
649,2022,1,Austral Santa Cruz,FIRME,2.40,3.36,2.67,2.45,0.00,2.50,3.65,2022-01,2022-01-01
650,2022,1,Austral Santa Cruz,INTERRUMPIBLE,0.00,0.00,2.67,2.62,2.00,2.63,0.00,2022-01,2022-01-01
651,2022,1,Austral Santa Cruz,TOTAL,2.40,3.36,2.67,2.47,2.00,2.52,3.65,2022-01,2022-01-01
652,2022,1,Austral Tierra del Fuego,FIRME,2.20,3.34,2.65,2.50,0.00,2.55,4.06,2022-01,2022-01-01
